key,title,artist,cover_url,song_id,timestamp
7b6f998b5b6963a659b644d69bc6333df5eec076daa2e4cde7a16e756286fa19,Ten Toes,BubbaGotBeatz,https://i.scdn.co/image/ab67616d0000b2734dbc622e7ea10687875bcd50,3YllBOoCXu2U14GTFO8HpL,1748066463.253519
6d50c1b659fe76d50ac068011a01f020a56d3676ade51a442516fe8b8d2fc231,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,7KA4W4McWYRpgf0fWsJZWB,1748066648.923085
79c76178263d2c6161887dcc0c32aabbe57a9386c4bd7248ce4e90f3328c402e,Ten Toes,BubbaGotBeatz,https://i.scdn.co/image/ab67616d0000b2734dbc622e7ea10687875bcd50,3YllBOoCXu2U14GTFO8HpL,1748066727.8553119
